@relation um-16727-rates

@attribute gender {'Thriller', 'IMAX', 'War', 'Musical', 'Crime', 'Horror', 'Sci-Fi', 'Western', 'Action', 'Film-Noir', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Drama', 'Romance', 'Animation', 'Mystery'}
@attribute director {'Nora Ephron', 'John McTiernan', 'George Roy Hill', 'Robert Zemeckis', 'Peter Lord', 'Chuck Russell', 'Frank Darabont', 'Penny Marshall', 'Irvin Kershner', 'Gore Verbinski', 'Ridley Scott', 'Sharon Maguire', 'Kevin Costner', 'Luc Besson', 'Stephen Sommers', 'Wes Anderson', 'Danny Boyle', 'Ivan Reitman', 'Barry Sonnenfeld', 'Joe Johnston', 'Peter Cattaneo', 'Trey Parker', 'McG', 'Clint Eastwood', 'John Cleese', 'William Friedkin', 'Peter Weir', 'Mike Nichols', 'Richard Donner', 'Spike Jonze', 'Penelope Spheeris', 'Simon West', 'Jim Abrahams', 'Joe Dante', 'Stephen Frears', 'Steven Spielberg', 'Gus Van Sant', 'Ron Howard', 'Tim Burton', 'Orson Welles', 'George Lucas', 'James L. Brooks', 'Peter Jackson', 'Andrew Davis', 'David O. Russell', 'Sam Mendes', 'John Madden', 'Andrew Adamson', 'Francis Ford Coppola', 'John G. Avildsen', 'Joel Schumacher', 'James Cameron', 'Dean Parisot', 'Bryan Singer', 'Ron Clements', 'Andrew Stanton', 'Jay Roach', 'David Cronenberg', 'Tony Scott', 'Kevin Smith', 'Chris Weitz', 'Peter Faiman', 'George Armitage', 'Tobe Hooper', 'Cameron Crowe', 'Paul Thomas Anderson', 'Stanley Kubrick', 'Mel Stuart', 'Martin Brest', 'M. Night Shyamalan', 'Amy Heckerling', 'Ron Underwood', 'Chris Columbus', 'John Landis', 'Mel Brooks', 'John Lasseter', 'Terry Gilliam', 'Michael Mann', 'Victor Fleming', 'Martin Scorsese', 'Franklin J. Schaffner', 'Bobby Farrelly', 'Gary Ross', 'Andy Wachowski', 'Jonathan Lynn', 'Jan de Bont', 'John Hughes', 'Paul Verhoeven', 'Steven Soderbergh', 'Chris Noonan', 'Andrew Niccol', 'Daniel Myrick', 'David Fincher', 'Rob Reiner', 'Ang Lee', 'Warren Beatty', 'Mike Judge', 'Phillip Noyce', 'Christopher Nolan', 'Jonathan Demme', 'Mike Newell', 'Randal Kleiser', 'Richard Marquand', 'Anthony Minghella', 'Gary Trousdale', 'Alfred Hitchcock', 'Nicholas Meyer', 'Frank Marshall', 'Quentin Tarantino', 'Sofia Coppola', 'Renny Harlin', 'Harold Ramis', 'Sam Raimi', 'Milos Forman', 'Wolfgang Petersen', 'Jerry Zucker', 'Pete Docter', 'Roger Allers', 'Michael Bay', 'Sydney Pollack', 'Barry Levinson', 'Oliver Stone', 'Doug Liman', 'Frank Capra', 'Peter Farrelly', 'Neil Jordan', 'John Woo', 'Roland Emmerich', 'Michael Curtiz', 'Brian De Palma', 'David Hand', 'Mel Gibson', 'Tom Shadyac', 'Curtis Hanson', 'Joel Coen', 'Martin Campbell', 'Garry Marshall'}
@attribute starring {'Brian Cox', 'Albert Brooks', 'Harrison Ford', 'Kate Winslet', 'Bruce Willis', 'Patrick Magee', 'Elizabeth Hurley', 'Kevin Costner', 'Burt Young', 'Steve Harris', 'Charlton Heston', 'Ingrid Bergman', 'Jack Nicholson', 'Sean Astin', 'Kevin Spacey', 'Albert Finney', 'Tom Hanks', 'Gary Oldman', 'Michael Berryman', 'Jack Albertson', 'Simon Callow', 'Kirsten Dunst', 'Rod Taylor', 'Greg Kinnear', 'Anthony Michael Hall', 'William Katt', 'Dina Meyer', 'Tom Sizemore', 'Alan Arkin', 'Pete Postlethwaite', 'Ron Livingston', 'David Gulpilil', 'Philip Baker Hall', 'Sean Connery', 'Benicio Del Toro', 'Orson Welles', 'John Travolta', 'John Heard', 'Rory Culkin', 'Lauren Holly', 'Laurence Fishburne', 'Stellan Skarsg̴rd', 'Robert Shaw', 'Sean Penn', 'Jonny Lee Miller', 'Anthony Perkins', 'Nick Searcy', 'Eva Marie Saint', 'F. Murray Abraham', 'DeForest Kelley', 'Danny Glover', 'Barbara Bel Geddes', 'Brian OHalloran', 'Lukas Haas', 'Marisa Tomei', 'Michael Douglas', 'Charlie Korsmo', 'Drew Barrymore', 'Michael Gambon', 'Tim Roth', 'Martin Kove', 'Don Ameche', 'Matt Stone', 'Linda Hamilton', 'Ren̩e Zellweger', 'Tom Skerritt', 'Bernie Mac', 'Pat Morita', 'Jason Robards', 'Richard Attenborough', 'Jeff Bridges', 'Melinda Dillon', 'Hal Holbrook', 'Jack Black', 'Sam Robards', 'William Sylvester', 'Alan Rickman', 'Donna Reed', 'Mel Brooks', 'Anne Archer', 'Crispin Glover', 'Jodie Foster', 'Patrick Swayze', 'Chris Klein', 'Alexis Cruz', 'Adam Baldwin', 'Paul Winfield', 'Robert Duvall', 'Kevin Kline', 'Reginald VelJohnson', 'Brendan Fraser', 'Scott Weinger', 'James Spader', 'Matt Damon', 'Phoebe Cates', 'Christina Ricci', 'Patrick Bergin', 'Ralph Macchio', 'Janet Leigh', 'Ellen Burstyn', 'Juliette Lewis', 'James Earl Jones', 'Michael York', 'Christopher Lloyd', 'Will Smith', 'Sterling Hayden', 'Natalie Portman', 'Demi Moore', 'John Hannah', 'Trey Wilson', 'Jennifer Connelly', 'Samuel L. Jackson', 'Jonathan Hyde', 'William Forsythe', 'Chris Elliott', 'Dougray Scott', 'Tom Cruise', 'Arnold Schwarzenegger', 'Aaron Eckhart', 'James Stewart', 'Anna Faris', 'Pierce Brosnan', 'Leonard Nimoy', 'Bill Murray', 'Hugo Weaving', 'Joan Cusack', 'Sylvester Stallone', 'Humphrey Bogart', 'Mark Hamill', 'Vera Miles', 'Mary Kay Bergman', 'Paul Hogan', 'Harry Dean Stanton', 'Christopher Lee', 'Ronny Cox', 'Paul Rudd', 'Famke Janssen', 'Steve Huison', 'Lori Petty', 'Stacey Dash', 'Lucille La Verne', 'Leonardo DiCaprio', 'Alicia Silverstone', 'Charlie Sheen', 'Tom Hulce', 'Ewen Bremner', 'Eddie Murphy', 'Geoffrey Blake', 'Jeremy Irons', 'Philip Seymour Hoffman', 'Michelle Yeoh', 'Roshan Seth', 'Amy Irving', 'Arnold Vosloo', 'Phil Daniels', 'River Phoenix', 'Chazz Palminteri', 'Toni Collette', 'Martin Landau', 'Tippi Hedren', 'Dan OHerlihy', 'Matt Dillon', 'Zach Galligan', 'Cybill Shepherd', 'Don Rickles', 'Christopher Reeve', 'Tim Allen', 'Burt Reynolds', 'John Getz', 'Molly Ringwald', 'Chris Cooper', 'Marty Feldman', 'Billy Bob Thornton', 'Danny Lloyd', 'Nancy Allen', 'Cary Elwes', 'Dave Foley', 'Robby Benson', 'Joe Pantoliano', 'Hayden Christensen', 'Val Kilmer', 'Simon Jones', 'Peter Brocco', 'Deborah Kara Unger', 'Rowan Atkinson', 'Max von Sydow', 'Macaulay Culkin', 'Wil Wheaton', 'Jeff Goldblum', 'Robert De Niro', 'Ethan Hawke', 'Casper Van Dien', 'Roy Atwell', 'George Dzundza', 'John Goodman', 'Kathy Bates', 'Kevin Bacon', 'Keanu Reeves', 'Robert Wuhl', 'Kate Hudson', 'Michael C. Williams', 'Corey Feldman', 'Robert Redford', 'Stephen Baldwin', 'George C. Scott', 'Sean Bean', 'Patrick Stewart', 'Jude Law', 'Cate Blanchett', 'Hugh Grant', 'Anjelica Huston', 'Zack Norman', 'Edward James Olmos', 'Michael Madsen', 'John Malkovich', 'Warren Beatty', 'Gary Lockwood', 'Diane Keaton', 'James Cromwell', 'Anne Bancroft', 'Lea Thompson', 'Billy Crudup', 'Christine Cavanaugh', 'Kelly McGillis', 'Robert Carlyle', 'Katharine Ross', 'Oliver Reed', 'Mandy Patinkin', 'Meg Ryan', 'Rodney Dangerfield', 'Courteney Cox', 'Jason Alexander', 'Roddy McDowall', 'Joanna Cassidy', 'James Brown', 'Colin Firth', 'Gary Busey', 'Sharon Stone', 'Christopher Walken', 'Jason Mewes', 'Gabriel Byrne', 'Morgan Freeman', 'Milla Jovovich', 'Brawley Nolte', 'Jacob Vargas', 'Kurt Russell', 'Dorothy Comingore', 'JoBeth Williams', 'Mykelti Williamson', 'R. Lee Ermey', 'Ewan McGregor', 'Gerald R. Molen', 'Billy Crystal', 'Chris Noth', 'Richard Gere', 'Russell Crowe', 'Thora Birch', 'Karen Allen', 'Sigourney Weaver', 'Harley Jane Kozak', 'Robin Williams', 'Ed Harris', 'Vincent DOnofrio', 'Jeanne Tripplehorn', 'Dustin Hoffman', 'Dee Wallace-Stone', 'Andy Garcia', 'Daniel Stern', 'Robert Loggia', 'Julianne Moore', 'John Cleese', 'Heather Graham', 'Paul Henreid', 'Teri Garr', 'Michael Palin', 'Mark Wahlberg', 'Sean Young', 'Ian McKellen', 'Hugh Jackman', 'Jon Voight', 'Shelley Duvall', 'Spencer Treat Clark', 'Spike Jonze', 'Nicole Kidman', 'Blythe Danner', 'Jean Reno', 'Leslie Nielsen', 'Kim Novak', 'Bob Hoskins', 'Linda Fiorentino', 'Thelma Ritter', 'Tung Thanh Tran', 'Frances McDormand', 'Edward Burns', 'Paul Freeman', 'William H. Macy', 'Sam Neill', 'John Belushi', 'Cameron Diaz', 'Rob Lowe', 'Gary Sinise', 'Sophie Marceau', 'Eric Idle', 'Catherine Keener', 'Matthew Broderick', 'Alessandro Nivola', 'Bruno Kirby', 'Kristin Scott Thomas', 'Winona Ryder', 'Brad Pitt', 'Robert Sean Leonard', 'Daniel Radcliffe', 'Peter Greene', 'Jeff Conaway', 'Bob Gunton', 'Peter Riegert', 'Danny DeVito', 'Jessica Lange', 'Gene Hackman', 'George Clooney', 'Martin Sheen', 'Seann William Scott', 'Dan Aykroyd', 'Lionel Barrymore', 'John Rhys-Davies', 'Ajay Naidu', 'Malcolm McDowell', 'Ice Cube', 'Peter Boyle', 'Todd Louiso', 'John Ashton', 'Dylan McDermott', 'Jeff Anderson', 'Whoopi Goldberg', 'Fran̤ois Truffaut', 'Noah Emmerich', 'Christopher Guest', 'Guy Pearce', 'Eugene Levy', 'Tim Blake Nelson', 'John Cusack', 'Robert Hays', 'Haley Joel Osment', 'Gwyneth Paltrow', 'Ray Bolger', 'Craig T. Nelson', 'Andrew Chavez', 'Julie Hagerty', 'Michael Keaton', 'Tom Arnold', 'Lance Henriksen', 'Piper Laurie', 'Scarlett Johansson', 'Billy Zane', 'Michael McKean', 'Edward Furlong', 'Don Cheadle', 'Tim McMullen', 'Harry Shearer', 'Richard Farnsworth', 'Franka Potente', 'Jerry Orbach', 'Reese Witherspoon', 'Emma Watson', 'Annette Bening', 'Willem Dafoe', 'Graham Chapman', 'Kelly Preston', 'Linda Kozlowski', 'Johnny Depp', 'John Lithgow', 'Graham Greene', 'Dennis Hopper', 'Alexander Gould', 'Alec Baldwin', 'Marcia Strassman', 'Orlando Bloom', 'Justin Cooper', 'Michael Rooker', 'Edward Norton', 'James Coburn', 'Jeff Daniels', 'Jim Carrey', 'Nicolas Cage', 'Julia Roberts', 'Marlon Brando', 'Denzel Washington', 'Joe Morton', 'Rene Russo', 'Roy Scheider', 'Glenn Close', 'Tom Berenger', 'Tobey Maguire', 'Jason Biggs', 'Liam Neeson', 'Bradley Pierce', 'Matt Frewer', 'Chow Yun-Fat', 'Keir Dullea', 'Henry Thomas', 'Joaquin Phoenix', 'Cleavon Little', 'Paul Reiser', 'Rick Moranis', 'Mark Addy', 'Trey Parker', 'Ellen DeGeneres', 'Clint Eastwood', 'Bill Duke', 'Denise Richards', 'Hoyt Axton', 'Stephen Furst', 'Delroy Lindo', 'Joshua Leonard', 'Judge Reinhold', 'Ben Kingsley', 'David Herman', 'Olivia Newton-John', 'James Franco', 'Patricia Arquette', 'Anthony Edwards', 'Adriana Caselotti', 'William Shatner', 'John Candy', 'James Mason', 'Scott Glenn', 'Jeffrey Jones', 'Billy Dee Williams', 'Tony Haygarth', 'Michael Clarke Duncan', 'Woody Harrelson', 'Jake Lloyd', 'Josh Charles', 'Peter Ostrum', 'Peter Weller', 'Leo Burmester', 'Gene Wilder', 'Bill Pullman', 'Paul Newman', 'Frank Morgan', 'Frances OConnor', 'Alan Ruck', 'Michael Biehn', 'Joss Ackland', 'Amrish Puri', 'Julia Louis-Dreyfus', 'Mike Myers', 'Joseph Fiennes', 'Forest Whitaker', 'Dana Carvey', 'Cary Grant', 'Rutger Hauer', 'Ralph Fiennes', 'Grace Kelly', 'Carrie-Anne Moss', 'Rodney A. Grant', 'William Atherton', 'Slim Pickens', 'Henry Czerny', 'Richard White', 'Peter Sellers', 'Frederic Forrest', 'Steve Buscemi', 'Andie MacDowell', 'Ziyi Zhang', 'Viggo Mortensen', 'Michael Bates', 'Jon Seda', 'James Caan', 'Geoffrey Rush', 'Harvey Keitel', 'Ray Liotta', 'Raul Julia', 'Tommy Lee Jones', 'Dominique Dunne', 'Michael J. Fox', 'Ben Affleck', 'Cuba Gooding Jr.', 'Carrie Fisher', 'Xander Berkeley', 'Joseph Cotten', 'Richard Dreyfuss', 'Suzanne Pleshette', 'Emilio Estevez', 'Sally Field', 'Jonathan Freeman', 'Al Pacino', 'Joe Pesci', 'Jamie Lee Curtis', 'Helena Bonham Carter', 'Linda Blair', 'Thandie Newton', 'Mia Sara', 'Sydney Pollack', 'Tim Robbins', 'David Morse', 'Vince Vaughn', 'Kim Hunter', 'Geena Davis', 'Ben Stiller', 'Robert MacNaughton', 'Helen Hunt', 'Christian Slater', 'Mel Gibson', 'Danny Mann', 'Carl Weathers', 'Rupert Grint', 'Bill Paxton', 'Anthony Hopkins', 'Tony Shalhoub', 'Bonnie Bedelia', 'Judy Garland', 'Larry Miller', 'Bob Griffin'}
@attribute language {'English', 'Mandarin'}
@attribute class {1.5, 3.0, 3.5, 2.0, 1.0, 4.5, 0.5, 4.0, 2.5, 5.0}
@data
'Action','Oliver Stone','Rodney Dangerfield','English',4.0
'Crime','Oliver Stone','Woody Harrelson','English',4.0
'Crime','Oliver Stone','Juliette Lewis','English',4.0
'Crime','Oliver Stone','Rodney Dangerfield','English',4.0
'Thriller','Oliver Stone','Woody Harrelson','English',4.0
'Thriller','Oliver Stone','Juliette Lewis','English',4.0
'Thriller','Oliver Stone','Rodney Dangerfield','English',4.0
'Adventure','David Fincher','Michael Douglas','English',3.0
'Adventure','David Fincher','Sean Penn','English',3.0
'Adventure','David Fincher','Deborah Kara Unger','English',3.0
'Film-Noir','David Fincher','Michael Douglas','English',3.0
'Film-Noir','David Fincher','Sean Penn','English',3.0
'Film-Noir','David Fincher','Deborah Kara Unger','English',3.0
'Mystery','David Fincher','Michael Douglas','English',3.0
'Mystery','David Fincher','Sean Penn','English',3.0
'Mystery','David Fincher','Deborah Kara Unger','English',3.0
'Crime','Bryan Singer','Stephen Baldwin',?,4.0
'Crime','Bryan Singer','Gabriel Byrne',?,4.0
'Crime','Bryan Singer','Benicio Del Toro',?,4.0
'Mystery','Bryan Singer','Stephen Baldwin',?,4.0
'Mystery','Bryan Singer','Gabriel Byrne',?,4.0
'Mystery','Bryan Singer','Benicio Del Toro',?,4.0
'Thriller','Bryan Singer','Stephen Baldwin',?,4.0
'Thriller','Bryan Singer','Gabriel Byrne',?,4.0
'Thriller','Bryan Singer','Benicio Del Toro',?,4.0
'Action','Wolfgang Petersen','Morgan Freeman','English',3.0
'Action','Wolfgang Petersen','Dustin Hoffman','English',3.0
'Action','Wolfgang Petersen','Kevin Spacey','English',3.0
'Drama','Wolfgang Petersen','Morgan Freeman','English',3.0
'Drama','Wolfgang Petersen','Dustin Hoffman','English',3.0
'Drama','Wolfgang Petersen','Kevin Spacey','English',3.0
'Sci-Fi','Wolfgang Petersen','Morgan Freeman','English',3.0
'Sci-Fi','Wolfgang Petersen','Dustin Hoffman','English',3.0
'Sci-Fi','Wolfgang Petersen','Kevin Spacey','English',3.0
'Action','Luc Besson','Jean Reno','English',4.0
'Action','Luc Besson','Gary Oldman','English',4.0
'Action','Luc Besson','Natalie Portman','English',4.0
'Crime','Luc Besson','Jean Reno','English',4.0
'Crime','Luc Besson','Gary Oldman','English',4.0
'Crime','Luc Besson','Natalie Portman','English',4.0
'Drama','Luc Besson','Jean Reno','English',4.0
'Drama','Luc Besson','Gary Oldman','English',4.0
'Drama','Luc Besson','Natalie Portman','English',4.0
'Action','Steven Spielberg','Richard Dreyfuss','English',2.0
'Action','Steven Spielberg','Roy Scheider','English',2.0
'Action','Steven Spielberg','Robert Shaw','English',2.0
'Horror','Steven Spielberg','Richard Dreyfuss','English',2.0
'Horror','Steven Spielberg','Roy Scheider','English',2.0
'Horror','Steven Spielberg','Robert Shaw','English',2.0
'Action','Ridley Scott','Harrison Ford','English',3.0
'Action','Ridley Scott','Rutger Hauer','English',3.0
'Action','Ridley Scott','Edward James Olmos','English',3.0
'Film-Noir','Ridley Scott','Harrison Ford','English',3.0
'Film-Noir','Ridley Scott','Rutger Hauer','English',3.0
'Film-Noir','Ridley Scott','Edward James Olmos','English',3.0
'Sci-Fi','Ridley Scott','Harrison Ford','English',3.0
'Sci-Fi','Ridley Scott','Rutger Hauer','English',3.0
'Sci-Fi','Ridley Scott','Edward James Olmos','English',3.0
'Comedy','Quentin Tarantino','John Travolta','English',4.0
'Comedy','Quentin Tarantino','Samuel L. Jackson','English',4.0
'Comedy','Quentin Tarantino','Tim Roth','English',4.0
'Crime','Quentin Tarantino','John Travolta','English',4.0
'Crime','Quentin Tarantino','Samuel L. Jackson','English',4.0
'Crime','Quentin Tarantino','Tim Roth','English',4.0
'Drama','Quentin Tarantino','John Travolta','English',4.0
'Drama','Quentin Tarantino','Samuel L. Jackson','English',4.0
'Drama','Quentin Tarantino','Tim Roth','English',4.0
'Crime','Curtis Hanson','James Cromwell','English',4.0
'Crime','Curtis Hanson','Russell Crowe','English',4.0
'Crime','Curtis Hanson','Guy Pearce','English',4.0
'Film-Noir','Curtis Hanson','James Cromwell','English',4.0
'Film-Noir','Curtis Hanson','Russell Crowe','English',4.0
'Film-Noir','Curtis Hanson','Guy Pearce','English',4.0
'Mystery','Curtis Hanson','James Cromwell','English',4.0
'Mystery','Curtis Hanson','Russell Crowe','English',4.0
'Mystery','Curtis Hanson','Guy Pearce','English',4.0
'Action','Steven Spielberg','Tom Cruise','English',2.5
'Action','Steven Spielberg','Max von Sydow','English',2.5
'Action','Steven Spielberg','Steve Harris','English',2.5
'Crime','Steven Spielberg','Tom Cruise','English',2.5
'Crime','Steven Spielberg','Max von Sydow','English',2.5
'Crime','Steven Spielberg','Steve Harris','English',2.5
'Mystery','Steven Spielberg','Tom Cruise','English',2.5
'Mystery','Steven Spielberg','Max von Sydow','English',2.5
'Mystery','Steven Spielberg','Steve Harris','English',2.5
'Comedy','Sydney Pollack','Dustin Hoffman','English',4.0
'Comedy','Sydney Pollack','Jessica Lange','English',4.0
'Comedy','Sydney Pollack','Teri Garr','English',4.0
'Romance','Sydney Pollack','Dustin Hoffman','English',4.0
'Romance','Sydney Pollack','Jessica Lange','English',4.0
'Romance','Sydney Pollack','Teri Garr','English',4.0
'Action','Roland Emmerich','Will Smith','English',2.0
'Action','Roland Emmerich','Bill Pullman','English',2.0
'Action','Roland Emmerich','Jeff Goldblum','English',2.0
'Adventure','Roland Emmerich','Will Smith','English',2.0
'Adventure','Roland Emmerich','Bill Pullman','English',2.0
'Adventure','Roland Emmerich','Jeff Goldblum','English',2.0
'Sci-Fi','Roland Emmerich','Will Smith','English',2.0
'Sci-Fi','Roland Emmerich','Bill Pullman','English',2.0
'Sci-Fi','Roland Emmerich','Jeff Goldblum','English',2.0
'Crime','Steven Spielberg','Leonardo DiCaprio',?,4.0
'Crime','Steven Spielberg','Tom Hanks',?,4.0
'Crime','Steven Spielberg','Martin Sheen',?,4.0
'Drama','Steven Spielberg','Leonardo DiCaprio',?,4.0
'Drama','Steven Spielberg','Tom Hanks',?,4.0
'Drama','Steven Spielberg','Martin Sheen',?,4.0
'Comedy','Danny Boyle','Ewan McGregor','English',2.0
'Comedy','Danny Boyle','Jonny Lee Miller','English',2.0
'Comedy','Danny Boyle','Ewen Bremner','English',2.0
'Crime','Danny Boyle','Ewan McGregor','English',2.0
'Crime','Danny Boyle','Jonny Lee Miller','English',2.0
'Crime','Danny Boyle','Ewen Bremner','English',2.0
'Drama','Danny Boyle','Ewan McGregor','English',2.0
'Drama','Danny Boyle','Jonny Lee Miller','English',2.0
'Drama','Danny Boyle','Ewen Bremner','English',2.0
'Action','Tim Burton','Danny DeVito','English',3.5
'Action','Tim Burton','Michael Keaton','English',3.5
'Action','Tim Burton','Christopher Walken','English',3.5
'Crime','Tim Burton','Danny DeVito','English',3.5
'Crime','Tim Burton','Michael Keaton','English',3.5
'Crime','Tim Burton','Christopher Walken','English',3.5
'Fantasy','Tim Burton','Danny DeVito','English',3.5
'Fantasy','Tim Burton','Michael Keaton','English',3.5
'Fantasy','Tim Burton','Christopher Walken','English',3.5
'Action','Ridley Scott','Russell Crowe','English',5.0
'Action','Ridley Scott','Joaquin Phoenix','English',5.0
'Action','Ridley Scott','Oliver Reed','English',5.0
'Adventure','Ridley Scott','Russell Crowe','English',5.0
'Adventure','Ridley Scott','Joaquin Phoenix','English',5.0
'Adventure','Ridley Scott','Oliver Reed','English',5.0
'Drama','Ridley Scott','Russell Crowe','English',5.0
'Drama','Ridley Scott','Joaquin Phoenix','English',5.0
'Drama','Ridley Scott','Oliver Reed','English',5.0
'Comedy','Nora Ephron','Tom Hanks','English',3.0
'Comedy','Nora Ephron','Meg Ryan','English',3.0
'Comedy','Nora Ephron','Bill Pullman','English',3.0
'Drama','Nora Ephron','Tom Hanks','English',3.0
'Drama','Nora Ephron','Meg Ryan','English',3.0
'Drama','Nora Ephron','Bill Pullman','English',3.0
'Romance','Nora Ephron','Tom Hanks','English',3.0
'Romance','Nora Ephron','Meg Ryan','English',3.0
'Romance','Nora Ephron','Bill Pullman','English',3.0
'Crime','Rob Reiner','Tom Cruise','English',3.0
'Crime','Rob Reiner','Jack Nicholson','English',3.0
'Crime','Rob Reiner','Demi Moore','English',3.0
'Drama','Rob Reiner','Tom Cruise','English',3.0
'Drama','Rob Reiner','Jack Nicholson','English',3.0
'Drama','Rob Reiner','Demi Moore','English',3.0
'Thriller','Rob Reiner','Tom Cruise','English',3.0
'Thriller','Rob Reiner','Jack Nicholson','English',3.0
'Thriller','Rob Reiner','Demi Moore','English',3.0
'Comedy','Rob Reiner','Billy Crystal','English',4.0
'Comedy','Rob Reiner','Meg Ryan','English',4.0
'Comedy','Rob Reiner','Carrie Fisher','English',4.0
'Romance','Rob Reiner','Billy Crystal','English',4.0
'Romance','Rob Reiner','Meg Ryan','English',4.0
'Romance','Rob Reiner','Carrie Fisher','English',4.0
'Comedy','Joel Coen','William H. Macy','English',3.5
'Comedy','Joel Coen','Frances McDormand','English',3.5
'Comedy','Joel Coen','Steve Buscemi','English',3.5
'Crime','Joel Coen','William H. Macy','English',3.5
'Crime','Joel Coen','Frances McDormand','English',3.5
'Crime','Joel Coen','Steve Buscemi','English',3.5
'Drama','Joel Coen','William H. Macy','English',3.5
'Drama','Joel Coen','Frances McDormand','English',3.5
'Drama','Joel Coen','Steve Buscemi','English',3.5
'Action','Barry Sonnenfeld','Tommy Lee Jones','English',2.0
'Action','Barry Sonnenfeld','Will Smith','English',2.0
'Action','Barry Sonnenfeld','Linda Fiorentino','English',2.0
'Comedy','Barry Sonnenfeld','Tommy Lee Jones','English',2.0
'Comedy','Barry Sonnenfeld','Will Smith','English',2.0
'Comedy','Barry Sonnenfeld','Linda Fiorentino','English',2.0
'Sci-Fi','Barry Sonnenfeld','Tommy Lee Jones','English',2.0
'Sci-Fi','Barry Sonnenfeld','Will Smith','English',2.0
'Sci-Fi','Barry Sonnenfeld','Linda Fiorentino','English',2.0
'Action','John McTiernan','Bruce Willis','English',4.5
'Action','John McTiernan','Bonnie Bedelia','English',4.5
'Action','John McTiernan','Alan Rickman','English',4.5
'Crime','John McTiernan','Bruce Willis','English',4.5
'Crime','John McTiernan','Bonnie Bedelia','English',4.5
'Crime','John McTiernan','Alan Rickman','English',4.5
'Thriller','John McTiernan','Bruce Willis','English',4.5
'Thriller','John McTiernan','Bonnie Bedelia','English',4.5
'Thriller','John McTiernan','Alan Rickman','English',4.5
'Comedy','Mike Judge','David Herman','English',4.5
'Comedy','Mike Judge','Ron Livingston','English',4.5
'Comedy','Mike Judge','Ajay Naidu','English',4.5
'Crime','Mike Judge','David Herman','English',4.5
'Crime','Mike Judge','Ron Livingston','English',4.5
'Crime','Mike Judge','Ajay Naidu','English',4.5
'Action','Phillip Noyce','Harrison Ford','English',2.0
'Action','Phillip Noyce','Willem Dafoe','English',2.0
'Action','Phillip Noyce','Anne Archer','English',2.0
'Adventure','Phillip Noyce','Harrison Ford','English',2.0
'Adventure','Phillip Noyce','Willem Dafoe','English',2.0
'Adventure','Phillip Noyce','Anne Archer','English',2.0
'Thriller','Phillip Noyce','Harrison Ford','English',2.0
'Thriller','Phillip Noyce','Willem Dafoe','English',2.0
'Thriller','Phillip Noyce','Anne Archer','English',2.0
'Action','John Woo','Nicolas Cage','English',3.0
'Action','John Woo','Alessandro Nivola','English',3.0
'Action','John Woo','John Travolta','English',3.0
'Crime','John Woo','Nicolas Cage','English',3.0
'Crime','John Woo','Alessandro Nivola','English',3.0
'Crime','John Woo','John Travolta','English',3.0
'Drama','John Woo','Nicolas Cage','English',3.0
'Drama','John Woo','Alessandro Nivola','English',3.0
'Drama','John Woo','John Travolta','English',3.0
'Adventure','Steven Spielberg','Richard Dreyfuss','English',2.5
'Adventure','Steven Spielberg','Fran̤ois Truffaut','English',2.5
'Adventure','Steven Spielberg','Melinda Dillon','English',2.5
'Drama','Steven Spielberg','Richard Dreyfuss','English',2.5
'Drama','Steven Spielberg','Fran̤ois Truffaut','English',2.5
'Drama','Steven Spielberg','Melinda Dillon','English',2.5
'Sci-Fi','Steven Spielberg','Richard Dreyfuss','English',2.5
'Sci-Fi','Steven Spielberg','Fran̤ois Truffaut','English',2.5
'Sci-Fi','Steven Spielberg','Melinda Dillon','English',2.5
'Action','Steven Spielberg','Harrison Ford','English',3.0
'Action','Steven Spielberg','Sean Connery','English',3.0
'Action','Steven Spielberg','John Rhys-Davies','English',3.0
'Adventure','Steven Spielberg','Harrison Ford','English',3.0
'Adventure','Steven Spielberg','Sean Connery','English',3.0
'Adventure','Steven Spielberg','John Rhys-Davies','English',3.0
'Drama','Robert Zemeckis','Tom Hanks','English',4.0
'Drama','Robert Zemeckis','Chris Noth','English',4.0
'Drama','Robert Zemeckis','Nick Searcy','English',4.0
'Action','Doug Liman','Matt Damon','English',2.5
'Action','Doug Liman','Franka Potente','English',2.5
'Action','Doug Liman','Chris Cooper','English',2.5
'Adventure','Doug Liman','Matt Damon','English',2.5
'Adventure','Doug Liman','Franka Potente','English',2.5
'Adventure','Doug Liman','Chris Cooper','English',2.5
'Crime','Doug Liman','Matt Damon','English',2.5
'Crime','Doug Liman','Franka Potente','English',2.5
'Crime','Doug Liman','Chris Cooper','English',2.5
'Comedy','Penny Marshall','Tom Hanks','English',3.0
'Comedy','Penny Marshall','John Heard','English',3.0
'Comedy','Penny Marshall','Robert Loggia','English',3.0
'Drama','Penny Marshall','Tom Hanks','English',3.0
'Drama','Penny Marshall','John Heard','English',3.0
'Drama','Penny Marshall','Robert Loggia','English',3.0
'Fantasy','Penny Marshall','Tom Hanks','English',3.0
'Fantasy','Penny Marshall','John Heard','English',3.0
'Fantasy','Penny Marshall','Robert Loggia','English',3.0
'Adventure','Andrew Stanton','Albert Brooks','English',3.0
'Adventure','Andrew Stanton','Ellen DeGeneres','English',3.0
'Adventure','Andrew Stanton','Alexander Gould','English',3.0
