@relation um-19545-rates

@attribute gender {'Thriller', 'IMAX', 'War', 'Musical', 'Crime', 'Horror', 'Sci-Fi', 'Western', 'Action', 'Film-Noir', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Drama', 'Romance', 'Animation', 'Mystery'}
@attribute director {'Nora Ephron', 'John McTiernan', 'George Roy Hill', 'Robert Zemeckis', 'Peter Lord', 'Chuck Russell', 'Frank Darabont', 'Penny Marshall', 'Irvin Kershner', 'Gore Verbinski', 'Ridley Scott', 'Sharon Maguire', 'Kevin Costner', 'Luc Besson', 'Stephen Sommers', 'Wes Anderson', 'Danny Boyle', 'Ivan Reitman', 'Barry Sonnenfeld', 'Joe Johnston', 'Peter Cattaneo', 'Trey Parker', 'McG', 'Clint Eastwood', 'John Cleese', 'William Friedkin', 'Peter Weir', 'Mike Nichols', 'Richard Donner', 'Spike Jonze', 'Penelope Spheeris', 'Simon West', 'Jim Abrahams', 'Joe Dante', 'Stephen Frears', 'Steven Spielberg', 'Gus Van Sant', 'Ron Howard', 'Tim Burton', 'Orson Welles', 'George Lucas', 'James L. Brooks', 'Peter Jackson', 'Andrew Davis', 'David O. Russell', 'Sam Mendes', 'John Madden', 'Andrew Adamson', 'Francis Ford Coppola', 'John G. Avildsen', 'Joel Schumacher', 'James Cameron', 'Dean Parisot', 'Bryan Singer', 'Ron Clements', 'Andrew Stanton', 'Jay Roach', 'David Cronenberg', 'Tony Scott', 'Kevin Smith', 'Chris Weitz', 'Peter Faiman', 'George Armitage', 'Tobe Hooper', 'Cameron Crowe', 'Paul Thomas Anderson', 'Stanley Kubrick', 'Mel Stuart', 'Martin Brest', 'M. Night Shyamalan', 'Amy Heckerling', 'Ron Underwood', 'Chris Columbus', 'John Landis', 'Mel Brooks', 'John Lasseter', 'Terry Gilliam', 'Michael Mann', 'Victor Fleming', 'Martin Scorsese', 'Franklin J. Schaffner', 'Bobby Farrelly', 'Gary Ross', 'Andy Wachowski', 'Jonathan Lynn', 'Jan de Bont', 'John Hughes', 'Paul Verhoeven', 'Steven Soderbergh', 'Chris Noonan', 'Andrew Niccol', 'Daniel Myrick', 'David Fincher', 'Rob Reiner', 'Ang Lee', 'Warren Beatty', 'Mike Judge', 'Phillip Noyce', 'Christopher Nolan', 'Jonathan Demme', 'Mike Newell', 'Randal Kleiser', 'Richard Marquand', 'Anthony Minghella', 'Gary Trousdale', 'Alfred Hitchcock', 'Nicholas Meyer', 'Frank Marshall', 'Quentin Tarantino', 'Sofia Coppola', 'Renny Harlin', 'Harold Ramis', 'Sam Raimi', 'Milos Forman', 'Wolfgang Petersen', 'Jerry Zucker', 'Pete Docter', 'Roger Allers', 'Michael Bay', 'Sydney Pollack', 'Barry Levinson', 'Oliver Stone', 'Doug Liman', 'Frank Capra', 'Peter Farrelly', 'Neil Jordan', 'John Woo', 'Roland Emmerich', 'Michael Curtiz', 'Brian De Palma', 'David Hand', 'Mel Gibson', 'Tom Shadyac', 'Curtis Hanson', 'Joel Coen', 'Martin Campbell', 'Garry Marshall'}
@attribute starring {'Brian Cox', 'Albert Brooks', 'Harrison Ford', 'Kate Winslet', 'Bruce Willis', 'Patrick Magee', 'Elizabeth Hurley', 'Kevin Costner', 'Burt Young', 'Steve Harris', 'Charlton Heston', 'Ingrid Bergman', 'Jack Nicholson', 'Sean Astin', 'Kevin Spacey', 'Albert Finney', 'Tom Hanks', 'Gary Oldman', 'Michael Berryman', 'Jack Albertson', 'Simon Callow', 'Kirsten Dunst', 'Rod Taylor', 'Greg Kinnear', 'Anthony Michael Hall', 'William Katt', 'Dina Meyer', 'Tom Sizemore', 'Alan Arkin', 'Pete Postlethwaite', 'Ron Livingston', 'David Gulpilil', 'Philip Baker Hall', 'Sean Connery', 'Benicio Del Toro', 'Orson Welles', 'John Travolta', 'John Heard', 'Rory Culkin', 'Lauren Holly', 'Laurence Fishburne', 'Stellan Skarsg̴rd', 'Robert Shaw', 'Sean Penn', 'Jonny Lee Miller', 'Anthony Perkins', 'Nick Searcy', 'Eva Marie Saint', 'F. Murray Abraham', 'DeForest Kelley', 'Danny Glover', 'Barbara Bel Geddes', 'Brian OHalloran', 'Lukas Haas', 'Marisa Tomei', 'Michael Douglas', 'Charlie Korsmo', 'Drew Barrymore', 'Michael Gambon', 'Tim Roth', 'Martin Kove', 'Don Ameche', 'Matt Stone', 'Linda Hamilton', 'Ren̩e Zellweger', 'Tom Skerritt', 'Bernie Mac', 'Pat Morita', 'Jason Robards', 'Richard Attenborough', 'Jeff Bridges', 'Melinda Dillon', 'Hal Holbrook', 'Jack Black', 'Sam Robards', 'William Sylvester', 'Alan Rickman', 'Donna Reed', 'Mel Brooks', 'Anne Archer', 'Crispin Glover', 'Jodie Foster', 'Patrick Swayze', 'Chris Klein', 'Alexis Cruz', 'Adam Baldwin', 'Paul Winfield', 'Robert Duvall', 'Kevin Kline', 'Reginald VelJohnson', 'Brendan Fraser', 'Scott Weinger', 'James Spader', 'Matt Damon', 'Phoebe Cates', 'Christina Ricci', 'Patrick Bergin', 'Ralph Macchio', 'Janet Leigh', 'Ellen Burstyn', 'Juliette Lewis', 'James Earl Jones', 'Michael York', 'Christopher Lloyd', 'Will Smith', 'Sterling Hayden', 'Natalie Portman', 'Demi Moore', 'John Hannah', 'Trey Wilson', 'Jennifer Connelly', 'Samuel L. Jackson', 'Jonathan Hyde', 'William Forsythe', 'Chris Elliott', 'Dougray Scott', 'Tom Cruise', 'Arnold Schwarzenegger', 'Aaron Eckhart', 'James Stewart', 'Anna Faris', 'Pierce Brosnan', 'Leonard Nimoy', 'Bill Murray', 'Hugo Weaving', 'Joan Cusack', 'Sylvester Stallone', 'Humphrey Bogart', 'Mark Hamill', 'Vera Miles', 'Mary Kay Bergman', 'Paul Hogan', 'Harry Dean Stanton', 'Christopher Lee', 'Ronny Cox', 'Paul Rudd', 'Famke Janssen', 'Steve Huison', 'Lori Petty', 'Stacey Dash', 'Lucille La Verne', 'Leonardo DiCaprio', 'Alicia Silverstone', 'Charlie Sheen', 'Tom Hulce', 'Ewen Bremner', 'Eddie Murphy', 'Geoffrey Blake', 'Jeremy Irons', 'Philip Seymour Hoffman', 'Michelle Yeoh', 'Roshan Seth', 'Amy Irving', 'Arnold Vosloo', 'Phil Daniels', 'River Phoenix', 'Chazz Palminteri', 'Toni Collette', 'Martin Landau', 'Tippi Hedren', 'Dan OHerlihy', 'Matt Dillon', 'Zach Galligan', 'Cybill Shepherd', 'Don Rickles', 'Christopher Reeve', 'Tim Allen', 'Burt Reynolds', 'John Getz', 'Molly Ringwald', 'Chris Cooper', 'Marty Feldman', 'Billy Bob Thornton', 'Danny Lloyd', 'Nancy Allen', 'Cary Elwes', 'Dave Foley', 'Robby Benson', 'Joe Pantoliano', 'Hayden Christensen', 'Val Kilmer', 'Simon Jones', 'Peter Brocco', 'Deborah Kara Unger', 'Rowan Atkinson', 'Max von Sydow', 'Macaulay Culkin', 'Wil Wheaton', 'Jeff Goldblum', 'Robert De Niro', 'Ethan Hawke', 'Casper Van Dien', 'Roy Atwell', 'George Dzundza', 'John Goodman', 'Kathy Bates', 'Kevin Bacon', 'Keanu Reeves', 'Robert Wuhl', 'Kate Hudson', 'Michael C. Williams', 'Corey Feldman', 'Robert Redford', 'Stephen Baldwin', 'George C. Scott', 'Sean Bean', 'Patrick Stewart', 'Jude Law', 'Cate Blanchett', 'Hugh Grant', 'Anjelica Huston', 'Zack Norman', 'Edward James Olmos', 'Michael Madsen', 'John Malkovich', 'Warren Beatty', 'Gary Lockwood', 'Diane Keaton', 'James Cromwell', 'Anne Bancroft', 'Lea Thompson', 'Billy Crudup', 'Christine Cavanaugh', 'Kelly McGillis', 'Robert Carlyle', 'Katharine Ross', 'Oliver Reed', 'Mandy Patinkin', 'Meg Ryan', 'Rodney Dangerfield', 'Courteney Cox', 'Jason Alexander', 'Roddy McDowall', 'Joanna Cassidy', 'James Brown', 'Colin Firth', 'Gary Busey', 'Sharon Stone', 'Christopher Walken', 'Jason Mewes', 'Gabriel Byrne', 'Morgan Freeman', 'Milla Jovovich', 'Brawley Nolte', 'Jacob Vargas', 'Kurt Russell', 'Dorothy Comingore', 'JoBeth Williams', 'Mykelti Williamson', 'R. Lee Ermey', 'Ewan McGregor', 'Gerald R. Molen', 'Billy Crystal', 'Chris Noth', 'Richard Gere', 'Russell Crowe', 'Thora Birch', 'Karen Allen', 'Sigourney Weaver', 'Harley Jane Kozak', 'Robin Williams', 'Ed Harris', 'Vincent DOnofrio', 'Jeanne Tripplehorn', 'Dustin Hoffman', 'Dee Wallace-Stone', 'Andy Garcia', 'Daniel Stern', 'Robert Loggia', 'Julianne Moore', 'John Cleese', 'Heather Graham', 'Paul Henreid', 'Teri Garr', 'Michael Palin', 'Mark Wahlberg', 'Sean Young', 'Ian McKellen', 'Hugh Jackman', 'Jon Voight', 'Shelley Duvall', 'Spencer Treat Clark', 'Spike Jonze', 'Nicole Kidman', 'Blythe Danner', 'Jean Reno', 'Leslie Nielsen', 'Kim Novak', 'Bob Hoskins', 'Linda Fiorentino', 'Thelma Ritter', 'Tung Thanh Tran', 'Frances McDormand', 'Edward Burns', 'Paul Freeman', 'William H. Macy', 'Sam Neill', 'John Belushi', 'Cameron Diaz', 'Rob Lowe', 'Gary Sinise', 'Sophie Marceau', 'Eric Idle', 'Catherine Keener', 'Matthew Broderick', 'Alessandro Nivola', 'Bruno Kirby', 'Kristin Scott Thomas', 'Winona Ryder', 'Brad Pitt', 'Robert Sean Leonard', 'Daniel Radcliffe', 'Peter Greene', 'Jeff Conaway', 'Bob Gunton', 'Peter Riegert', 'Danny DeVito', 'Jessica Lange', 'Gene Hackman', 'George Clooney', 'Martin Sheen', 'Seann William Scott', 'Dan Aykroyd', 'Lionel Barrymore', 'John Rhys-Davies', 'Ajay Naidu', 'Malcolm McDowell', 'Ice Cube', 'Peter Boyle', 'Todd Louiso', 'John Ashton', 'Dylan McDermott', 'Jeff Anderson', 'Whoopi Goldberg', 'Fran̤ois Truffaut', 'Noah Emmerich', 'Christopher Guest', 'Guy Pearce', 'Eugene Levy', 'Tim Blake Nelson', 'John Cusack', 'Robert Hays', 'Haley Joel Osment', 'Gwyneth Paltrow', 'Ray Bolger', 'Craig T. Nelson', 'Andrew Chavez', 'Julie Hagerty', 'Michael Keaton', 'Tom Arnold', 'Lance Henriksen', 'Piper Laurie', 'Scarlett Johansson', 'Billy Zane', 'Michael McKean', 'Edward Furlong', 'Don Cheadle', 'Tim McMullen', 'Harry Shearer', 'Richard Farnsworth', 'Franka Potente', 'Jerry Orbach', 'Reese Witherspoon', 'Emma Watson', 'Annette Bening', 'Willem Dafoe', 'Graham Chapman', 'Kelly Preston', 'Linda Kozlowski', 'Johnny Depp', 'John Lithgow', 'Graham Greene', 'Dennis Hopper', 'Alexander Gould', 'Alec Baldwin', 'Marcia Strassman', 'Orlando Bloom', 'Justin Cooper', 'Michael Rooker', 'Edward Norton', 'James Coburn', 'Jeff Daniels', 'Jim Carrey', 'Nicolas Cage', 'Julia Roberts', 'Marlon Brando', 'Denzel Washington', 'Joe Morton', 'Rene Russo', 'Roy Scheider', 'Glenn Close', 'Tom Berenger', 'Tobey Maguire', 'Jason Biggs', 'Liam Neeson', 'Bradley Pierce', 'Matt Frewer', 'Chow Yun-Fat', 'Keir Dullea', 'Henry Thomas', 'Joaquin Phoenix', 'Cleavon Little', 'Paul Reiser', 'Rick Moranis', 'Mark Addy', 'Trey Parker', 'Ellen DeGeneres', 'Clint Eastwood', 'Bill Duke', 'Denise Richards', 'Hoyt Axton', 'Stephen Furst', 'Delroy Lindo', 'Joshua Leonard', 'Judge Reinhold', 'Ben Kingsley', 'David Herman', 'Olivia Newton-John', 'James Franco', 'Patricia Arquette', 'Anthony Edwards', 'Adriana Caselotti', 'William Shatner', 'John Candy', 'James Mason', 'Scott Glenn', 'Jeffrey Jones', 'Billy Dee Williams', 'Tony Haygarth', 'Michael Clarke Duncan', 'Woody Harrelson', 'Jake Lloyd', 'Josh Charles', 'Peter Ostrum', 'Peter Weller', 'Leo Burmester', 'Gene Wilder', 'Bill Pullman', 'Paul Newman', 'Frank Morgan', 'Frances OConnor', 'Alan Ruck', 'Michael Biehn', 'Joss Ackland', 'Amrish Puri', 'Julia Louis-Dreyfus', 'Mike Myers', 'Joseph Fiennes', 'Forest Whitaker', 'Dana Carvey', 'Cary Grant', 'Rutger Hauer', 'Ralph Fiennes', 'Grace Kelly', 'Carrie-Anne Moss', 'Rodney A. Grant', 'William Atherton', 'Slim Pickens', 'Henry Czerny', 'Richard White', 'Peter Sellers', 'Frederic Forrest', 'Steve Buscemi', 'Andie MacDowell', 'Ziyi Zhang', 'Viggo Mortensen', 'Michael Bates', 'Jon Seda', 'James Caan', 'Geoffrey Rush', 'Harvey Keitel', 'Ray Liotta', 'Raul Julia', 'Tommy Lee Jones', 'Dominique Dunne', 'Michael J. Fox', 'Ben Affleck', 'Cuba Gooding Jr.', 'Carrie Fisher', 'Xander Berkeley', 'Joseph Cotten', 'Richard Dreyfuss', 'Suzanne Pleshette', 'Emilio Estevez', 'Sally Field', 'Jonathan Freeman', 'Al Pacino', 'Joe Pesci', 'Jamie Lee Curtis', 'Helena Bonham Carter', 'Linda Blair', 'Thandie Newton', 'Mia Sara', 'Sydney Pollack', 'Tim Robbins', 'David Morse', 'Vince Vaughn', 'Kim Hunter', 'Geena Davis', 'Ben Stiller', 'Robert MacNaughton', 'Helen Hunt', 'Christian Slater', 'Mel Gibson', 'Danny Mann', 'Carl Weathers', 'Rupert Grint', 'Bill Paxton', 'Anthony Hopkins', 'Tony Shalhoub', 'Bonnie Bedelia', 'Judy Garland', 'Larry Miller', 'Bob Griffin'}
@attribute language {'English', 'Mandarin'}
@attribute class {1.5, 3.0, 3.5, 2.0, 1.0, 4.5, 0.5, 4.0, 2.5, 5.0}
@data
'Horror','Frank Marshall','Harley Jane Kozak','English',2.0
'Crime','Curtis Hanson','James Cromwell','English',3.0
'Crime','Curtis Hanson','Russell Crowe','English',3.0
'Crime','Curtis Hanson','Guy Pearce','English',3.0
'Film-Noir','Curtis Hanson','James Cromwell','English',3.0
'Film-Noir','Curtis Hanson','Russell Crowe','English',3.0
'Film-Noir','Curtis Hanson','Guy Pearce','English',3.0
'Mystery','Curtis Hanson','James Cromwell','English',3.0
'Mystery','Curtis Hanson','Russell Crowe','English',3.0
'Mystery','Curtis Hanson','Guy Pearce','English',3.0
'Action','Steven Spielberg','Tom Cruise','English',3.0
'Action','Steven Spielberg','Max von Sydow','English',3.0
'Action','Steven Spielberg','Steve Harris','English',3.0
'Crime','Steven Spielberg','Tom Cruise','English',3.0
'Crime','Steven Spielberg','Max von Sydow','English',3.0
'Crime','Steven Spielberg','Steve Harris','English',3.0
'Mystery','Steven Spielberg','Tom Cruise','English',3.0
'Mystery','Steven Spielberg','Max von Sydow','English',3.0
'Mystery','Steven Spielberg','Steve Harris','English',3.0
'Comedy','Sydney Pollack','Dustin Hoffman','English',4.0
'Comedy','Sydney Pollack','Jessica Lange','English',4.0
'Comedy','Sydney Pollack','Teri Garr','English',4.0
'Romance','Sydney Pollack','Dustin Hoffman','English',4.0
'Romance','Sydney Pollack','Jessica Lange','English',4.0
'Romance','Sydney Pollack','Teri Garr','English',4.0
'Crime','Steven Spielberg','Leonardo DiCaprio',?,3.0
'Crime','Steven Spielberg','Tom Hanks',?,3.0
'Crime','Steven Spielberg','Martin Sheen',?,3.0
'Drama','Steven Spielberg','Leonardo DiCaprio',?,3.0
'Drama','Steven Spielberg','Tom Hanks',?,3.0
'Drama','Steven Spielberg','Martin Sheen',?,3.0
'Comedy','Nora Ephron','Tom Hanks','English',4.0
'Comedy','Nora Ephron','Meg Ryan','English',4.0
'Comedy','Nora Ephron','Bill Pullman','English',4.0
'Drama','Nora Ephron','Tom Hanks','English',4.0
'Drama','Nora Ephron','Meg Ryan','English',4.0
'Drama','Nora Ephron','Bill Pullman','English',4.0
'Romance','Nora Ephron','Tom Hanks','English',4.0
'Romance','Nora Ephron','Meg Ryan','English',4.0
'Romance','Nora Ephron','Bill Pullman','English',4.0
'Comedy','Terry Gilliam','Graham Chapman','English',3.0
'Comedy','Terry Gilliam','John Cleese','English',3.0
'Comedy','Terry Gilliam','Eric Idle','English',3.0
'Crime','Rob Reiner','Tom Cruise','English',4.0
'Crime','Rob Reiner','Jack Nicholson','English',4.0
'Crime','Rob Reiner','Demi Moore','English',4.0
'Drama','Rob Reiner','Tom Cruise','English',4.0
'Drama','Rob Reiner','Jack Nicholson','English',4.0
'Drama','Rob Reiner','Demi Moore','English',4.0
'Thriller','Rob Reiner','Tom Cruise','English',4.0
'Thriller','Rob Reiner','Jack Nicholson','English',4.0
'Thriller','Rob Reiner','Demi Moore','English',4.0
'Comedy','Joel Coen','William H. Macy','English',2.0
'Comedy','Joel Coen','Frances McDormand','English',2.0
'Comedy','Joel Coen','Steve Buscemi','English',2.0
'Crime','Joel Coen','William H. Macy','English',2.0
'Crime','Joel Coen','Frances McDormand','English',2.0
'Crime','Joel Coen','Steve Buscemi','English',2.0
'Drama','Joel Coen','William H. Macy','English',2.0
'Drama','Joel Coen','Frances McDormand','English',2.0
'Drama','Joel Coen','Steve Buscemi','English',2.0
'Action','Barry Sonnenfeld','Tommy Lee Jones','English',3.0
'Action','Barry Sonnenfeld','Will Smith','English',3.0
'Action','Barry Sonnenfeld','Linda Fiorentino','English',3.0
'Comedy','Barry Sonnenfeld','Tommy Lee Jones','English',3.0
'Comedy','Barry Sonnenfeld','Will Smith','English',3.0
'Comedy','Barry Sonnenfeld','Linda Fiorentino','English',3.0
'Sci-Fi','Barry Sonnenfeld','Tommy Lee Jones','English',3.0
'Sci-Fi','Barry Sonnenfeld','Will Smith','English',3.0
'Sci-Fi','Barry Sonnenfeld','Linda Fiorentino','English',3.0
'Animation','Peter Lord','Phil Daniels','English',3.0
'Animation','Peter Lord','Mel Gibson','English',3.0
'Animation','Peter Lord','Tony Haygarth','English',3.0
'Children','Peter Lord','Phil Daniels','English',3.0
'Children','Peter Lord','Mel Gibson','English',3.0
'Children','Peter Lord','Tony Haygarth','English',3.0
'Comedy','Peter Lord','Phil Daniels','English',3.0
'Comedy','Peter Lord','Mel Gibson','English',3.0
'Comedy','Peter Lord','Tony Haygarth','English',3.0
'Action','Doug Liman','Matt Damon','English',3.0
'Action','Doug Liman','Franka Potente','English',3.0
'Action','Doug Liman','Chris Cooper','English',3.0
'Adventure','Doug Liman','Matt Damon','English',3.0
'Adventure','Doug Liman','Franka Potente','English',3.0
'Adventure','Doug Liman','Chris Cooper','English',3.0
'Crime','Doug Liman','Matt Damon','English',3.0
'Crime','Doug Liman','Franka Potente','English',3.0
'Crime','Doug Liman','Chris Cooper','English',3.0
'Comedy','Penny Marshall','Tom Hanks','English',4.0
'Comedy','Penny Marshall','John Heard','English',4.0
'Comedy','Penny Marshall','Robert Loggia','English',4.0
'Drama','Penny Marshall','Tom Hanks','English',4.0
'Drama','Penny Marshall','John Heard','English',4.0
'Drama','Penny Marshall','Robert Loggia','English',4.0
'Fantasy','Penny Marshall','Tom Hanks','English',4.0
'Fantasy','Penny Marshall','John Heard','English',4.0
'Fantasy','Penny Marshall','Robert Loggia','English',4.0
'Drama','Robert Zemeckis','Jodie Foster','English',3.0
'Drama','Robert Zemeckis','David Morse','English',3.0
'Drama','Robert Zemeckis','Geoffrey Blake','English',3.0
'Sci-Fi','Robert Zemeckis','Jodie Foster','English',3.0
'Sci-Fi','Robert Zemeckis','David Morse','English',3.0
'Sci-Fi','Robert Zemeckis','Geoffrey Blake','English',3.0
'Comedy','Jonathan Lynn','Joe Pesci','English',3.0
'Comedy','Jonathan Lynn','Ralph Macchio','English',3.0
'Comedy','Jonathan Lynn','Marisa Tomei','English',3.0
'Comedy','Wes Anderson','Gene Hackman','English',4.0
'Comedy','Wes Anderson','Anjelica Huston','English',4.0
'Comedy','Wes Anderson','Ben Stiller','English',4.0
'Drama','Wes Anderson','Gene Hackman','English',4.0
'Drama','Wes Anderson','Anjelica Huston','English',4.0
'Drama','Wes Anderson','Ben Stiller','English',4.0
'Comedy','Penny Marshall','Tom Hanks','English',4.0
'Comedy','Penny Marshall','Geena Davis','English',4.0
'Comedy','Penny Marshall','Lori Petty','English',4.0
'Drama','Penny Marshall','Tom Hanks','English',4.0
'Drama','Penny Marshall','Geena Davis','English',4.0
'Drama','Penny Marshall','Lori Petty','English',4.0
'Comedy','Penelope Spheeris','Mike Myers','English',4.0
'Comedy','Penelope Spheeris','Dana Carvey','English',4.0
'Comedy','Penelope Spheeris','Rob Lowe','English',4.0
'Action','Mel Gibson','Mel Gibson','English',5.0
'Action','Mel Gibson','Brian Cox','English',5.0
'Action','Mel Gibson','Sophie Marceau','English',5.0
'Drama','Mel Gibson','Mel Gibson','English',5.0
'Drama','Mel Gibson','Brian Cox','English',5.0
'Drama','Mel Gibson','Sophie Marceau','English',5.0
'War','Mel Gibson','Mel Gibson','English',5.0
'War','Mel Gibson','Brian Cox','English',5.0
'War','Mel Gibson','Sophie Marceau','English',5.0
'Crime','Martin Scorsese','Robert De Niro','English',3.5
'Crime','Martin Scorsese','Cybill Shepherd','English',3.5
'Crime','Martin Scorsese','Peter Boyle','English',3.5
'Drama','Martin Scorsese','Robert De Niro','English',3.5
'Drama','Martin Scorsese','Cybill Shepherd','English',3.5
'Drama','Martin Scorsese','Peter Boyle','English',3.5
'Thriller','Martin Scorsese','Robert De Niro','English',3.5
'Thriller','Martin Scorsese','Cybill Shepherd','English',3.5
'Thriller','Martin Scorsese','Peter Boyle','English',3.5
'Children','Chris Columbus','Macaulay Culkin','English',3.0
'Children','Chris Columbus','John Heard','English',3.0
'Children','Chris Columbus','Joe Pesci','English',3.0
'Comedy','Chris Columbus','Macaulay Culkin','English',3.0
'Comedy','Chris Columbus','John Heard','English',3.0
'Comedy','Chris Columbus','Joe Pesci','English',3.0
'Comedy','Jerry Zucker','Patrick Swayze','English',4.0
'Comedy','Jerry Zucker','Demi Moore','English',4.0
'Comedy','Jerry Zucker','Whoopi Goldberg','English',4.0
'Drama','Jerry Zucker','Patrick Swayze','English',4.0
'Drama','Jerry Zucker','Demi Moore','English',4.0
'Drama','Jerry Zucker','Whoopi Goldberg','English',4.0
'Fantasy','Jerry Zucker','Patrick Swayze','English',4.0
'Fantasy','Jerry Zucker','Demi Moore','English',4.0
'Fantasy','Jerry Zucker','Whoopi Goldberg','English',4.0
'Adventure','Ron Clements','Jonathan Freeman','English',4.0
'Adventure','Ron Clements','Scott Weinger','English',4.0
'Adventure','Ron Clements','Robin Williams','English',4.0
'Animation','Ron Clements','Jonathan Freeman','English',4.0
'Animation','Ron Clements','Scott Weinger','English',4.0
'Animation','Ron Clements','Robin Williams','English',4.0
'Children','Ron Clements','Jonathan Freeman','English',4.0
'Children','Ron Clements','Scott Weinger','English',4.0
'Children','Ron Clements','Robin Williams','English',4.0
'Action','James Cameron','Arnold Schwarzenegger','English',5.0
'Action','James Cameron','Linda Hamilton','English',5.0
'Action','James Cameron','Edward Furlong','English',5.0
'Sci-Fi','James Cameron','Arnold Schwarzenegger','English',5.0
'Sci-Fi','James Cameron','Linda Hamilton','English',5.0
'Sci-Fi','James Cameron','Edward Furlong','English',5.0
'Comedy','Tim Burton','Johnny Depp','English',2.0
'Comedy','Tim Burton','Anthony Michael Hall','English',2.0
'Comedy','Tim Burton','Winona Ryder','English',2.0
'Drama','Tim Burton','Johnny Depp','English',2.0
'Drama','Tim Burton','Anthony Michael Hall','English',2.0
'Drama','Tim Burton','Winona Ryder','English',2.0
'Romance','Tim Burton','Johnny Depp','English',2.0
'Romance','Tim Burton','Anthony Michael Hall','English',2.0
'Romance','Tim Burton','Winona Ryder','English',2.0
'Adventure','Kevin Costner','Kevin Costner',?,3.0
'Adventure','Kevin Costner','Rodney A. Grant',?,3.0
'Adventure','Kevin Costner','Graham Greene',?,3.0
'Drama','Kevin Costner','Kevin Costner',?,3.0
'Drama','Kevin Costner','Rodney A. Grant',?,3.0
'Drama','Kevin Costner','Graham Greene',?,3.0
'Western','Kevin Costner','Kevin Costner',?,3.0
'Western','Kevin Costner','Rodney A. Grant',?,3.0
'Western','Kevin Costner','Graham Greene',?,3.0
'Crime','Jonathan Demme','Jodie Foster','English',5.0
'Crime','Jonathan Demme','Anthony Hopkins','English',5.0
'Crime','Jonathan Demme','Scott Glenn','English',5.0
'Horror','Jonathan Demme','Jodie Foster','English',5.0
'Horror','Jonathan Demme','Anthony Hopkins','English',5.0
'Horror','Jonathan Demme','Scott Glenn','English',5.0
'Thriller','Jonathan Demme','Jodie Foster','English',5.0
'Thriller','Jonathan Demme','Anthony Hopkins','English',5.0
'Thriller','Jonathan Demme','Scott Glenn','English',5.0
'Action','Tim Burton','Michael Keaton','English',4.0
'Action','Tim Burton','Jack Nicholson','English',4.0
'Action','Tim Burton','Robert Wuhl','English',4.0
'Crime','Tim Burton','Michael Keaton','English',4.0
'Crime','Tim Burton','Jack Nicholson','English',4.0
'Crime','Tim Burton','Robert Wuhl','English',4.0
'Sci-Fi','Tim Burton','Michael Keaton','English',4.0
'Sci-Fi','Tim Burton','Jack Nicholson','English',4.0
'Sci-Fi','Tim Burton','Robert Wuhl','English',4.0
'Crime','Steven Soderbergh','George Clooney','English',4.0
'Crime','Steven Soderbergh','Bernie Mac','English',4.0
'Crime','Steven Soderbergh','Brad Pitt','English',4.0
'Thriller','Steven Soderbergh','George Clooney','English',4.0
'Thriller','Steven Soderbergh','Bernie Mac','English',4.0
'Thriller','Steven Soderbergh','Brad Pitt','English',4.0
'Animation','Gary Trousdale','Robby Benson','English',4.0
'Animation','Gary Trousdale','Jerry Orbach','English',4.0
'Animation','Gary Trousdale','Richard White','English',4.0
'Children','Gary Trousdale','Robby Benson','English',4.0
'Children','Gary Trousdale','Jerry Orbach','English',4.0
'Children','Gary Trousdale','Richard White','English',4.0
'Fantasy','Gary Trousdale','Robby Benson','English',4.0
'Fantasy','Gary Trousdale','Jerry Orbach','English',4.0
'Fantasy','Gary Trousdale','Richard White','English',4.0
'Animation','David Hand','Adriana Caselotti','English',4.0
'Animation','David Hand','Lucille La Verne','English',4.0
'Animation','David Hand','Roy Atwell','English',4.0
'Children','David Hand','Adriana Caselotti','English',4.0
'Children','David Hand','Lucille La Verne','English',4.0
'Children','David Hand','Roy Atwell','English',4.0
'Drama','David Hand','Adriana Caselotti','English',4.0
'Drama','David Hand','Lucille La Verne','English',4.0
'Drama','David Hand','Roy Atwell','English',4.0
'Drama','M. Night Shyamalan','Haley Joel Osment','English',4.0
'Drama','M. Night Shyamalan','Bruce Willis','English',4.0
'Drama','M. Night Shyamalan','Toni Collette','English',4.0
'Mystery','M. Night Shyamalan','Haley Joel Osment','English',4.0
'Mystery','M. Night Shyamalan','Bruce Willis','English',4.0
'Mystery','M. Night Shyamalan','Toni Collette','English',4.0
'Thriller','M. Night Shyamalan','Haley Joel Osment','English',4.0
'Thriller','M. Night Shyamalan','Bruce Willis','English',4.0
'Thriller','M. Night Shyamalan','Toni Collette','English',4.0
'Comedy','Garry Marshall','Julia Roberts','English',4.0
'Comedy','Garry Marshall','Richard Gere','English',4.0
'Comedy','Garry Marshall','Jason Alexander','English',4.0
'Romance','Garry Marshall','Julia Roberts','English',4.0
'Romance','Garry Marshall','Richard Gere','English',4.0
'Romance','Garry Marshall','Jason Alexander','English',4.0
'Action','Peter Jackson','Sean Astin','English',4.0
'Action','Peter Jackson','Ian McKellen','English',4.0
'Action','Peter Jackson','Viggo Mortensen','English',4.0
'Adventure','Peter Jackson','Sean Astin','English',4.0
'Adventure','Peter Jackson','Ian McKellen','English',4.0
'Adventure','Peter Jackson','Viggo Mortensen','English',4.0
