@relation um-16681-bool

@attribute gender {'Thriller', 'IMAX', 'War', 'Musical', 'Crime', 'Horror', 'Sci-Fi', 'Western', 'Action', 'Film-Noir', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Drama', 'Romance', 'Animation', 'Mystery'}
@attribute director {'Nora Ephron', 'John McTiernan', 'George Roy Hill', 'Robert Zemeckis', 'Peter Lord', 'Chuck Russell', 'Frank Darabont', 'Penny Marshall', 'Irvin Kershner', 'Gore Verbinski', 'Ridley Scott', 'Sharon Maguire', 'Kevin Costner', 'Luc Besson', 'Stephen Sommers', 'Wes Anderson', 'Danny Boyle', 'Ivan Reitman', 'Barry Sonnenfeld', 'Joe Johnston', 'Peter Cattaneo', 'Trey Parker', 'McG', 'Clint Eastwood', 'John Cleese', 'William Friedkin', 'Peter Weir', 'Mike Nichols', 'Richard Donner', 'Spike Jonze', 'Penelope Spheeris', 'Simon West', 'Jim Abrahams', 'Joe Dante', 'Stephen Frears', 'Steven Spielberg', 'Gus Van Sant', 'Ron Howard', 'Tim Burton', 'Orson Welles', 'George Lucas', 'James L. Brooks', 'Peter Jackson', 'Andrew Davis', 'David O. Russell', 'Sam Mendes', 'John Madden', 'Andrew Adamson', 'Francis Ford Coppola', 'John G. Avildsen', 'Joel Schumacher', 'James Cameron', 'Dean Parisot', 'Bryan Singer', 'Ron Clements', 'Andrew Stanton', 'Jay Roach', 'David Cronenberg', 'Tony Scott', 'Kevin Smith', 'Chris Weitz', 'Peter Faiman', 'George Armitage', 'Tobe Hooper', 'Cameron Crowe', 'Paul Thomas Anderson', 'Stanley Kubrick', 'Mel Stuart', 'Martin Brest', 'M. Night Shyamalan', 'Amy Heckerling', 'Ron Underwood', 'Chris Columbus', 'John Landis', 'Mel Brooks', 'John Lasseter', 'Terry Gilliam', 'Michael Mann', 'Victor Fleming', 'Martin Scorsese', 'Franklin J. Schaffner', 'Bobby Farrelly', 'Gary Ross', 'Andy Wachowski', 'Jonathan Lynn', 'Jan de Bont', 'John Hughes', 'Paul Verhoeven', 'Steven Soderbergh', 'Chris Noonan', 'Andrew Niccol', 'Daniel Myrick', 'David Fincher', 'Rob Reiner', 'Ang Lee', 'Warren Beatty', 'Mike Judge', 'Phillip Noyce', 'Christopher Nolan', 'Jonathan Demme', 'Mike Newell', 'Randal Kleiser', 'Richard Marquand', 'Anthony Minghella', 'Gary Trousdale', 'Alfred Hitchcock', 'Nicholas Meyer', 'Frank Marshall', 'Quentin Tarantino', 'Sofia Coppola', 'Renny Harlin', 'Harold Ramis', 'Sam Raimi', 'Milos Forman', 'Wolfgang Petersen', 'Jerry Zucker', 'Pete Docter', 'Roger Allers', 'Michael Bay', 'Sydney Pollack', 'Barry Levinson', 'Oliver Stone', 'Doug Liman', 'Frank Capra', 'Peter Farrelly', 'Neil Jordan', 'John Woo', 'Roland Emmerich', 'Michael Curtiz', 'Brian De Palma', 'David Hand', 'Mel Gibson', 'Tom Shadyac', 'Curtis Hanson', 'Joel Coen', 'Martin Campbell', 'Garry Marshall'}
@attribute starring {'Brian Cox', 'Albert Brooks', 'Harrison Ford', 'Kate Winslet', 'Bruce Willis', 'Patrick Magee', 'Elizabeth Hurley', 'Kevin Costner', 'Burt Young', 'Steve Harris', 'Charlton Heston', 'Ingrid Bergman', 'Jack Nicholson', 'Sean Astin', 'Kevin Spacey', 'Albert Finney', 'Tom Hanks', 'Gary Oldman', 'Michael Berryman', 'Jack Albertson', 'Simon Callow', 'Kirsten Dunst', 'Rod Taylor', 'Greg Kinnear', 'Anthony Michael Hall', 'William Katt', 'Dina Meyer', 'Tom Sizemore', 'Alan Arkin', 'Pete Postlethwaite', 'Ron Livingston', 'David Gulpilil', 'Philip Baker Hall', 'Sean Connery', 'Benicio Del Toro', 'Orson Welles', 'John Travolta', 'John Heard', 'Rory Culkin', 'Lauren Holly', 'Laurence Fishburne', 'Stellan Skarsg̴rd', 'Robert Shaw', 'Sean Penn', 'Jonny Lee Miller', 'Anthony Perkins', 'Nick Searcy', 'Eva Marie Saint', 'F. Murray Abraham', 'DeForest Kelley', 'Danny Glover', 'Barbara Bel Geddes', 'Brian OHalloran', 'Lukas Haas', 'Marisa Tomei', 'Michael Douglas', 'Charlie Korsmo', 'Drew Barrymore', 'Michael Gambon', 'Tim Roth', 'Martin Kove', 'Don Ameche', 'Matt Stone', 'Linda Hamilton', 'Ren̩e Zellweger', 'Tom Skerritt', 'Bernie Mac', 'Pat Morita', 'Jason Robards', 'Richard Attenborough', 'Jeff Bridges', 'Melinda Dillon', 'Hal Holbrook', 'Jack Black', 'Sam Robards', 'William Sylvester', 'Alan Rickman', 'Donna Reed', 'Mel Brooks', 'Anne Archer', 'Crispin Glover', 'Jodie Foster', 'Patrick Swayze', 'Chris Klein', 'Alexis Cruz', 'Adam Baldwin', 'Paul Winfield', 'Robert Duvall', 'Kevin Kline', 'Reginald VelJohnson', 'Brendan Fraser', 'Scott Weinger', 'James Spader', 'Matt Damon', 'Phoebe Cates', 'Christina Ricci', 'Patrick Bergin', 'Ralph Macchio', 'Janet Leigh', 'Ellen Burstyn', 'Juliette Lewis', 'James Earl Jones', 'Michael York', 'Christopher Lloyd', 'Will Smith', 'Sterling Hayden', 'Natalie Portman', 'Demi Moore', 'John Hannah', 'Trey Wilson', 'Jennifer Connelly', 'Samuel L. Jackson', 'Jonathan Hyde', 'William Forsythe', 'Chris Elliott', 'Dougray Scott', 'Tom Cruise', 'Arnold Schwarzenegger', 'Aaron Eckhart', 'James Stewart', 'Anna Faris', 'Pierce Brosnan', 'Leonard Nimoy', 'Bill Murray', 'Hugo Weaving', 'Joan Cusack', 'Sylvester Stallone', 'Humphrey Bogart', 'Mark Hamill', 'Vera Miles', 'Mary Kay Bergman', 'Paul Hogan', 'Harry Dean Stanton', 'Christopher Lee', 'Ronny Cox', 'Paul Rudd', 'Famke Janssen', 'Steve Huison', 'Lori Petty', 'Stacey Dash', 'Lucille La Verne', 'Leonardo DiCaprio', 'Alicia Silverstone', 'Charlie Sheen', 'Tom Hulce', 'Ewen Bremner', 'Eddie Murphy', 'Geoffrey Blake', 'Jeremy Irons', 'Philip Seymour Hoffman', 'Michelle Yeoh', 'Roshan Seth', 'Amy Irving', 'Arnold Vosloo', 'Phil Daniels', 'River Phoenix', 'Chazz Palminteri', 'Toni Collette', 'Martin Landau', 'Tippi Hedren', 'Dan OHerlihy', 'Matt Dillon', 'Zach Galligan', 'Cybill Shepherd', 'Don Rickles', 'Christopher Reeve', 'Tim Allen', 'Burt Reynolds', 'John Getz', 'Molly Ringwald', 'Chris Cooper', 'Marty Feldman', 'Billy Bob Thornton', 'Danny Lloyd', 'Nancy Allen', 'Cary Elwes', 'Dave Foley', 'Robby Benson', 'Joe Pantoliano', 'Hayden Christensen', 'Val Kilmer', 'Simon Jones', 'Peter Brocco', 'Deborah Kara Unger', 'Rowan Atkinson', 'Max von Sydow', 'Macaulay Culkin', 'Wil Wheaton', 'Jeff Goldblum', 'Robert De Niro', 'Ethan Hawke', 'Casper Van Dien', 'Roy Atwell', 'George Dzundza', 'John Goodman', 'Kathy Bates', 'Kevin Bacon', 'Keanu Reeves', 'Robert Wuhl', 'Kate Hudson', 'Michael C. Williams', 'Corey Feldman', 'Robert Redford', 'Stephen Baldwin', 'George C. Scott', 'Sean Bean', 'Patrick Stewart', 'Jude Law', 'Cate Blanchett', 'Hugh Grant', 'Anjelica Huston', 'Zack Norman', 'Edward James Olmos', 'Michael Madsen', 'John Malkovich', 'Warren Beatty', 'Gary Lockwood', 'Diane Keaton', 'James Cromwell', 'Anne Bancroft', 'Lea Thompson', 'Billy Crudup', 'Christine Cavanaugh', 'Kelly McGillis', 'Robert Carlyle', 'Katharine Ross', 'Oliver Reed', 'Mandy Patinkin', 'Meg Ryan', 'Rodney Dangerfield', 'Courteney Cox', 'Jason Alexander', 'Roddy McDowall', 'Joanna Cassidy', 'James Brown', 'Colin Firth', 'Gary Busey', 'Sharon Stone', 'Christopher Walken', 'Jason Mewes', 'Gabriel Byrne', 'Morgan Freeman', 'Milla Jovovich', 'Brawley Nolte', 'Jacob Vargas', 'Kurt Russell', 'Dorothy Comingore', 'JoBeth Williams', 'Mykelti Williamson', 'R. Lee Ermey', 'Ewan McGregor', 'Gerald R. Molen', 'Billy Crystal', 'Chris Noth', 'Richard Gere', 'Russell Crowe', 'Thora Birch', 'Karen Allen', 'Sigourney Weaver', 'Harley Jane Kozak', 'Robin Williams', 'Ed Harris', 'Vincent DOnofrio', 'Jeanne Tripplehorn', 'Dustin Hoffman', 'Dee Wallace-Stone', 'Andy Garcia', 'Daniel Stern', 'Robert Loggia', 'Julianne Moore', 'John Cleese', 'Heather Graham', 'Paul Henreid', 'Teri Garr', 'Michael Palin', 'Mark Wahlberg', 'Sean Young', 'Ian McKellen', 'Hugh Jackman', 'Jon Voight', 'Shelley Duvall', 'Spencer Treat Clark', 'Spike Jonze', 'Nicole Kidman', 'Blythe Danner', 'Jean Reno', 'Leslie Nielsen', 'Kim Novak', 'Bob Hoskins', 'Linda Fiorentino', 'Thelma Ritter', 'Tung Thanh Tran', 'Frances McDormand', 'Edward Burns', 'Paul Freeman', 'William H. Macy', 'Sam Neill', 'John Belushi', 'Cameron Diaz', 'Rob Lowe', 'Gary Sinise', 'Sophie Marceau', 'Eric Idle', 'Catherine Keener', 'Matthew Broderick', 'Alessandro Nivola', 'Bruno Kirby', 'Kristin Scott Thomas', 'Winona Ryder', 'Brad Pitt', 'Robert Sean Leonard', 'Daniel Radcliffe', 'Peter Greene', 'Jeff Conaway', 'Bob Gunton', 'Peter Riegert', 'Danny DeVito', 'Jessica Lange', 'Gene Hackman', 'George Clooney', 'Martin Sheen', 'Seann William Scott', 'Dan Aykroyd', 'Lionel Barrymore', 'John Rhys-Davies', 'Ajay Naidu', 'Malcolm McDowell', 'Ice Cube', 'Peter Boyle', 'Todd Louiso', 'John Ashton', 'Dylan McDermott', 'Jeff Anderson', 'Whoopi Goldberg', 'Fran̤ois Truffaut', 'Noah Emmerich', 'Christopher Guest', 'Guy Pearce', 'Eugene Levy', 'Tim Blake Nelson', 'John Cusack', 'Robert Hays', 'Haley Joel Osment', 'Gwyneth Paltrow', 'Ray Bolger', 'Craig T. Nelson', 'Andrew Chavez', 'Julie Hagerty', 'Michael Keaton', 'Tom Arnold', 'Lance Henriksen', 'Piper Laurie', 'Scarlett Johansson', 'Billy Zane', 'Michael McKean', 'Edward Furlong', 'Don Cheadle', 'Tim McMullen', 'Harry Shearer', 'Richard Farnsworth', 'Franka Potente', 'Jerry Orbach', 'Reese Witherspoon', 'Emma Watson', 'Annette Bening', 'Willem Dafoe', 'Graham Chapman', 'Kelly Preston', 'Linda Kozlowski', 'Johnny Depp', 'John Lithgow', 'Graham Greene', 'Dennis Hopper', 'Alexander Gould', 'Alec Baldwin', 'Marcia Strassman', 'Orlando Bloom', 'Justin Cooper', 'Michael Rooker', 'Edward Norton', 'James Coburn', 'Jeff Daniels', 'Jim Carrey', 'Nicolas Cage', 'Julia Roberts', 'Marlon Brando', 'Denzel Washington', 'Joe Morton', 'Rene Russo', 'Roy Scheider', 'Glenn Close', 'Tom Berenger', 'Tobey Maguire', 'Jason Biggs', 'Liam Neeson', 'Bradley Pierce', 'Matt Frewer', 'Chow Yun-Fat', 'Keir Dullea', 'Henry Thomas', 'Joaquin Phoenix', 'Cleavon Little', 'Paul Reiser', 'Rick Moranis', 'Mark Addy', 'Trey Parker', 'Ellen DeGeneres', 'Clint Eastwood', 'Bill Duke', 'Denise Richards', 'Hoyt Axton', 'Stephen Furst', 'Delroy Lindo', 'Joshua Leonard', 'Judge Reinhold', 'Ben Kingsley', 'David Herman', 'Olivia Newton-John', 'James Franco', 'Patricia Arquette', 'Anthony Edwards', 'Adriana Caselotti', 'William Shatner', 'John Candy', 'James Mason', 'Scott Glenn', 'Jeffrey Jones', 'Billy Dee Williams', 'Tony Haygarth', 'Michael Clarke Duncan', 'Woody Harrelson', 'Jake Lloyd', 'Josh Charles', 'Peter Ostrum', 'Peter Weller', 'Leo Burmester', 'Gene Wilder', 'Bill Pullman', 'Paul Newman', 'Frank Morgan', 'Frances OConnor', 'Alan Ruck', 'Michael Biehn', 'Joss Ackland', 'Amrish Puri', 'Julia Louis-Dreyfus', 'Mike Myers', 'Joseph Fiennes', 'Forest Whitaker', 'Dana Carvey', 'Cary Grant', 'Rutger Hauer', 'Ralph Fiennes', 'Grace Kelly', 'Carrie-Anne Moss', 'Rodney A. Grant', 'William Atherton', 'Slim Pickens', 'Henry Czerny', 'Richard White', 'Peter Sellers', 'Frederic Forrest', 'Steve Buscemi', 'Andie MacDowell', 'Ziyi Zhang', 'Viggo Mortensen', 'Michael Bates', 'Jon Seda', 'James Caan', 'Geoffrey Rush', 'Harvey Keitel', 'Ray Liotta', 'Raul Julia', 'Tommy Lee Jones', 'Dominique Dunne', 'Michael J. Fox', 'Ben Affleck', 'Cuba Gooding Jr.', 'Carrie Fisher', 'Xander Berkeley', 'Joseph Cotten', 'Richard Dreyfuss', 'Suzanne Pleshette', 'Emilio Estevez', 'Sally Field', 'Jonathan Freeman', 'Al Pacino', 'Joe Pesci', 'Jamie Lee Curtis', 'Helena Bonham Carter', 'Linda Blair', 'Thandie Newton', 'Mia Sara', 'Sydney Pollack', 'Tim Robbins', 'David Morse', 'Vince Vaughn', 'Kim Hunter', 'Geena Davis', 'Ben Stiller', 'Robert MacNaughton', 'Helen Hunt', 'Christian Slater', 'Mel Gibson', 'Danny Mann', 'Carl Weathers', 'Rupert Grint', 'Bill Paxton', 'Anthony Hopkins', 'Tony Shalhoub', 'Bonnie Bedelia', 'Judy Garland', 'Larry Miller', 'Bob Griffin'}
@attribute language {'English', 'Mandarin'}
@attribute class {0.0, 1.0}
@data
'Action','Barry Sonnenfeld','Tommy Lee Jones','English',1.0
'Action','Barry Sonnenfeld','Will Smith','English',1.0
'Action','Barry Sonnenfeld','Linda Fiorentino','English',1.0
'Comedy','Barry Sonnenfeld','Tommy Lee Jones','English',1.0
'Comedy','Barry Sonnenfeld','Will Smith','English',1.0
'Comedy','Barry Sonnenfeld','Linda Fiorentino','English',1.0
'Sci-Fi','Barry Sonnenfeld','Tommy Lee Jones','English',1.0
'Sci-Fi','Barry Sonnenfeld','Will Smith','English',1.0
'Sci-Fi','Barry Sonnenfeld','Linda Fiorentino','English',1.0
'Comedy','Joel Coen','William H. Macy','English',1.0
'Comedy','Joel Coen','Frances McDormand','English',1.0
'Comedy','Joel Coen','Steve Buscemi','English',1.0
'Crime','Joel Coen','William H. Macy','English',1.0
'Crime','Joel Coen','Frances McDormand','English',1.0
'Crime','Joel Coen','Steve Buscemi','English',1.0
'Drama','Joel Coen','William H. Macy','English',1.0
'Drama','Joel Coen','Frances McDormand','English',1.0
'Drama','Joel Coen','Steve Buscemi','English',1.0
'Adventure','Kevin Smith','Ben Affleck','English',1.0
'Adventure','Kevin Smith','Matt Damon','English',1.0
'Adventure','Kevin Smith','Alan Rickman','English',1.0
'Comedy','Kevin Smith','Ben Affleck','English',1.0
'Comedy','Kevin Smith','Matt Damon','English',1.0
'Comedy','Kevin Smith','Alan Rickman','English',1.0
'Fantasy','Kevin Smith','Ben Affleck','English',1.0
'Fantasy','Kevin Smith','Matt Damon','English',1.0
'Fantasy','Kevin Smith','Alan Rickman','English',1.0
'Comedy','Mike Judge','David Herman','English',1.0
'Comedy','Mike Judge','Ron Livingston','English',1.0
'Comedy','Mike Judge','Ajay Naidu','English',1.0
'Crime','Mike Judge','David Herman','English',1.0
'Crime','Mike Judge','Ron Livingston','English',1.0
'Crime','Mike Judge','Ajay Naidu','English',1.0
'Action','John Woo','Nicolas Cage','English',1.0
'Action','John Woo','Alessandro Nivola','English',1.0
'Action','John Woo','John Travolta','English',1.0
'Crime','John Woo','Nicolas Cage','English',1.0
'Crime','John Woo','Alessandro Nivola','English',1.0
'Crime','John Woo','John Travolta','English',1.0
'Drama','John Woo','Nicolas Cage','English',1.0
'Drama','John Woo','Alessandro Nivola','English',1.0
'Drama','John Woo','John Travolta','English',1.0
'Animation','Peter Lord','Phil Daniels','English',1.0
'Animation','Peter Lord','Mel Gibson','English',1.0
'Animation','Peter Lord','Tony Haygarth','English',1.0
'Children','Peter Lord','Phil Daniels','English',1.0
'Children','Peter Lord','Mel Gibson','English',1.0
'Children','Peter Lord','Tony Haygarth','English',1.0
'Comedy','Peter Lord','Phil Daniels','English',1.0
'Comedy','Peter Lord','Mel Gibson','English',1.0
'Comedy','Peter Lord','Tony Haygarth','English',1.0
'Drama','Robert Zemeckis','Tom Hanks','English',1.0
'Drama','Robert Zemeckis','Chris Noth','English',1.0
'Drama','Robert Zemeckis','Nick Searcy','English',1.0
'Action','Doug Liman','Matt Damon','English',1.0
'Action','Doug Liman','Franka Potente','English',1.0
'Action','Doug Liman','Chris Cooper','English',1.0
'Adventure','Doug Liman','Matt Damon','English',1.0
'Adventure','Doug Liman','Franka Potente','English',1.0
'Adventure','Doug Liman','Chris Cooper','English',1.0
'Crime','Doug Liman','Matt Damon','English',1.0
'Crime','Doug Liman','Franka Potente','English',1.0
'Crime','Doug Liman','Chris Cooper','English',1.0
'Adventure','Andrew Stanton','Albert Brooks','English',1.0
'Adventure','Andrew Stanton','Ellen DeGeneres','English',1.0
'Adventure','Andrew Stanton','Alexander Gould','English',1.0
'Animation','Andrew Stanton','Albert Brooks','English',1.0
'Animation','Andrew Stanton','Ellen DeGeneres','English',1.0
'Animation','Andrew Stanton','Alexander Gould','English',1.0
'Children','Andrew Stanton','Albert Brooks','English',1.0
'Children','Andrew Stanton','Ellen DeGeneres','English',1.0
'Children','Andrew Stanton','Alexander Gould','English',1.0
'Action','John Woo','Delroy Lindo','English',0.0
'Action','John Woo','Christian Slater','English',0.0
'Action','John Woo','John Travolta','English',0.0
'Adventure','John Woo','Delroy Lindo','English',0.0
'Adventure','John Woo','Christian Slater','English',0.0
'Adventure','John Woo','John Travolta','English',0.0
'Thriller','John Woo','Delroy Lindo','English',0.0
'Thriller','John Woo','Christian Slater','English',0.0
'Thriller','John Woo','John Travolta','English',0.0
'Comedy','Stephen Frears','Jack Black','English',1.0
'Comedy','Stephen Frears','John Cusack','English',1.0
'Comedy','Stephen Frears','Todd Louiso','English',1.0
'Drama','Stephen Frears','Jack Black','English',1.0
'Drama','Stephen Frears','John Cusack','English',1.0
'Drama','Stephen Frears','Todd Louiso','English',1.0
'Romance','Stephen Frears','Jack Black','English',1.0
'Romance','Stephen Frears','John Cusack','English',1.0
'Romance','Stephen Frears','Todd Louiso','English',1.0
'Drama','Robert Zemeckis','Jodie Foster','English',1.0
'Drama','Robert Zemeckis','David Morse','English',1.0
'Drama','Robert Zemeckis','Geoffrey Blake','English',1.0
'Sci-Fi','Robert Zemeckis','Jodie Foster','English',1.0
'Sci-Fi','Robert Zemeckis','David Morse','English',1.0
'Sci-Fi','Robert Zemeckis','Geoffrey Blake','English',1.0
'Adventure','Joel Coen','George Clooney','English',1.0
'Adventure','Joel Coen','John Goodman','English',1.0
'Adventure','Joel Coen','Tim Blake Nelson','English',1.0
'Comedy','Joel Coen','George Clooney','English',1.0
'Comedy','Joel Coen','John Goodman','English',1.0
'Comedy','Joel Coen','Tim Blake Nelson','English',1.0
'Crime','Joel Coen','George Clooney','English',1.0
'Crime','Joel Coen','John Goodman','English',1.0
'Crime','Joel Coen','Tim Blake Nelson','English',1.0
'Comedy','Wes Anderson','Gene Hackman','English',1.0
'Comedy','Wes Anderson','Anjelica Huston','English',1.0
'Comedy','Wes Anderson','Ben Stiller','English',1.0
'Drama','Wes Anderson','Gene Hackman','English',1.0
'Drama','Wes Anderson','Anjelica Huston','English',1.0
'Drama','Wes Anderson','Ben Stiller','English',1.0
'Action','Steven Spielberg','Pete Postlethwaite','English',0.0
'Action','Steven Spielberg','Jeff Goldblum','English',0.0
'Action','Steven Spielberg','Vince Vaughn','English',0.0
'Adventure','Steven Spielberg','Pete Postlethwaite','English',0.0
'Adventure','Steven Spielberg','Jeff Goldblum','English',0.0
'Adventure','Steven Spielberg','Vince Vaughn','English',0.0
'Sci-Fi','Steven Spielberg','Pete Postlethwaite','English',0.0
'Sci-Fi','Steven Spielberg','Jeff Goldblum','English',0.0
'Sci-Fi','Steven Spielberg','Vince Vaughn','English',0.0
'Comedy','Harold Ramis','Billy Crystal','English',0.0
'Comedy','Harold Ramis','Robert De Niro','English',0.0
'Comedy','Harold Ramis','Chazz Palminteri','English',0.0
'Action','McG','Bill Murray','English',1.0
'Action','McG','Drew Barrymore','English',1.0
'Action','McG','Cameron Diaz','English',1.0
'Comedy','McG','Bill Murray','English',1.0
'Comedy','McG','Drew Barrymore','English',1.0
'Comedy','McG','Cameron Diaz','English',1.0
'Action','Ron Howard','Mel Gibson','English',1.0
'Action','Ron Howard','Brawley Nolte','English',1.0
'Action','Ron Howard','Gary Sinise','English',1.0
'Crime','Ron Howard','Mel Gibson','English',1.0
'Crime','Ron Howard','Brawley Nolte','English',1.0
'Crime','Ron Howard','Gary Sinise','English',1.0
'Drama','Ron Howard','Mel Gibson','English',1.0
'Drama','Ron Howard','Brawley Nolte','English',1.0
'Drama','Ron Howard','Gary Sinise','English',1.0
'Crime','Steven Soderbergh','George Clooney','English',1.0
'Crime','Steven Soderbergh','Bernie Mac','English',1.0
'Crime','Steven Soderbergh','Brad Pitt','English',1.0
'Thriller','Steven Soderbergh','George Clooney','English',1.0
'Thriller','Steven Soderbergh','Bernie Mac','English',1.0
'Thriller','Steven Soderbergh','Brad Pitt','English',1.0
'Drama','M. Night Shyamalan','Haley Joel Osment','English',1.0
'Drama','M. Night Shyamalan','Bruce Willis','English',1.0
'Drama','M. Night Shyamalan','Toni Collette','English',1.0
'Mystery','M. Night Shyamalan','Haley Joel Osment','English',1.0
'Mystery','M. Night Shyamalan','Bruce Willis','English',1.0
'Mystery','M. Night Shyamalan','Toni Collette','English',1.0
'Thriller','M. Night Shyamalan','Haley Joel Osment','English',1.0
'Thriller','M. Night Shyamalan','Bruce Willis','English',1.0
'Thriller','M. Night Shyamalan','Toni Collette','English',1.0
'Action','Peter Jackson','Sean Astin','English',1.0
'Action','Peter Jackson','Ian McKellen','English',1.0
'Action','Peter Jackson','Viggo Mortensen','English',1.0
'Adventure','Peter Jackson','Sean Astin','English',1.0
'Adventure','Peter Jackson','Ian McKellen','English',1.0
'Adventure','Peter Jackson','Viggo Mortensen','English',1.0
'Drama','Peter Jackson','Sean Astin','English',1.0
'Drama','Peter Jackson','Ian McKellen','English',1.0
'Drama','Peter Jackson','Viggo Mortensen','English',1.0
'Action','George Lucas','Hayden Christensen','English',0.0
'Action','George Lucas','Christopher Lee','English',0.0
'Action','George Lucas','Ewan McGregor','English',0.0
'Adventure','George Lucas','Hayden Christensen','English',0.0
'Adventure','George Lucas','Christopher Lee','English',0.0
'Adventure','George Lucas','Ewan McGregor','English',0.0
'IMAX','George Lucas','Hayden Christensen','English',0.0
'IMAX','George Lucas','Christopher Lee','English',0.0
'IMAX','George Lucas','Ewan McGregor','English',0.0
'Children','Mel Stuart','Gene Wilder','English',1.0
'Children','Mel Stuart','Peter Ostrum','English',1.0
'Children','Mel Stuart','Jack Albertson','English',1.0
'Comedy','Mel Stuart','Gene Wilder','English',1.0
'Comedy','Mel Stuart','Peter Ostrum','English',1.0
'Comedy','Mel Stuart','Jack Albertson','English',1.0
'Fantasy','Mel Stuart','Gene Wilder','English',1.0
'Fantasy','Mel Stuart','Peter Ostrum','English',1.0
'Fantasy','Mel Stuart','Jack Albertson','English',1.0
'Action','Ang Lee','Chow Yun-Fat','Mandarin',1.0
'Action','Ang Lee','Michelle Yeoh','Mandarin',1.0
'Action','Ang Lee','Ziyi Zhang','Mandarin',1.0
'Adventure','Ang Lee','Chow Yun-Fat','Mandarin',1.0
'Adventure','Ang Lee','Michelle Yeoh','Mandarin',1.0
'Adventure','Ang Lee','Ziyi Zhang','Mandarin',1.0
'Drama','Ang Lee','Chow Yun-Fat','Mandarin',1.0
'Drama','Ang Lee','Michelle Yeoh','Mandarin',1.0
'Drama','Ang Lee','Ziyi Zhang','Mandarin',1.0
'Drama','M. Night Shyamalan','Spencer Treat Clark','English',0.0
'Drama','M. Night Shyamalan','Samuel L. Jackson','English',0.0
'Drama','M. Night Shyamalan','Bruce Willis','English',0.0
'Sci-Fi','M. Night Shyamalan','Spencer Treat Clark','English',0.0
'Sci-Fi','M. Night Shyamalan','Samuel L. Jackson','English',0.0
'Sci-Fi','M. Night Shyamalan','Bruce Willis','English',0.0
'Thriller','M. Night Shyamalan','Spencer Treat Clark','English',0.0
'Thriller','M. Night Shyamalan','Samuel L. Jackson','English',0.0
'Thriller','M. Night Shyamalan','Bruce Willis','English',0.0
'Action','Simon West','Nicolas Cage','English',0.0
'Action','Simon West','John Cusack','English',0.0
'Action','Simon West','John Malkovich','English',0.0
'Adventure','Simon West','Nicolas Cage','English',0.0
'Adventure','Simon West','John Cusack','English',0.0
'Adventure','Simon West','John Malkovich','English',0.0
'Thriller','Simon West','Nicolas Cage','English',0.0
'Thriller','Simon West','John Cusack','English',0.0
'Thriller','Simon West','John Malkovich','English',0.0
'Crime','Francis Ford Coppola','Al Pacino',?,1.0
'Crime','Francis Ford Coppola','Robert Duvall',?,1.0
'Crime','Francis Ford Coppola','Diane Keaton',?,1.0
'Drama','Francis Ford Coppola','Al Pacino',?,1.0
'Drama','Francis Ford Coppola','Robert Duvall',?,1.0
'Drama','Francis Ford Coppola','Diane Keaton',?,1.0
'Action','Sam Raimi','Tobey Maguire','English',1.0
'Action','Sam Raimi','Kirsten Dunst','English',1.0
'Action','Sam Raimi','James Franco','English',1.0
'Adventure','Sam Raimi','Tobey Maguire','English',1.0
'Adventure','Sam Raimi','Kirsten Dunst','English',1.0
'Adventure','Sam Raimi','James Franco','English',1.0
'Sci-Fi','Sam Raimi','Tobey Maguire','English',1.0
'Sci-Fi','Sam Raimi','Kirsten Dunst','English',1.0
'Sci-Fi','Sam Raimi','James Franco','English',1.0
'Comedy','Jay Roach','Robert De Niro','English',1.0
'Comedy','Jay Roach','Ben Stiller','English',1.0
'Comedy','Jay Roach','Blythe Danner','English',1.0
'Drama','Paul Thomas Anderson','Tom Cruise','English',1.0
'Drama','Paul Thomas Anderson','Philip Baker Hall','English',1.0
'Drama','Paul Thomas Anderson','Philip Seymour Hoffman','English',1.0
'Comedy','George Armitage','Alan Arkin','English',1.0
'Comedy','George Armitage','Dan Aykroyd','English',1.0
'Comedy','George Armitage','John Cusack','English',1.0
'Crime','George Armitage','Alan Arkin','English',1.0
'Crime','George Armitage','Dan Aykroyd','English',1.0
'Crime','George Armitage','John Cusack','English',1.0
'Romance','George Armitage','Alan Arkin','English',1.0
'Romance','George Armitage','Dan Aykroyd','English',1.0
'Romance','George Armitage','John Cusack','English',1.0
'Drama','Milos Forman','F. Murray Abraham','English',1.0
'Drama','Milos Forman','Simon Callow','English',1.0
'Drama','Milos Forman','Tom Hulce','English',1.0
'Action','Stephen Sommers','Brendan Fraser','English',1.0
'Action','Stephen Sommers','John Hannah','English',1.0
'Action','Stephen Sommers','Arnold Vosloo','English',1.0
'Adventure','Stephen Sommers','Brendan Fraser','English',1.0
'Adventure','Stephen Sommers','John Hannah','English',1.0
'Adventure','Stephen Sommers','Arnold Vosloo','English',1.0
'Comedy','Stephen Sommers','Brendan Fraser','English',1.0
'Comedy','Stephen Sommers','John Hannah','English',1.0
'Comedy','Stephen Sommers','Arnold Vosloo','English',1.0
'Drama','Sam Mendes','Kevin Spacey','English',0.0
'Drama','Sam Mendes','Annette Bening','English',0.0
'Drama','Sam Mendes','Thora Birch','English',0.0
'Comedy','Gary Ross','Tobey Maguire','English',0.0
